fiscal_year,source_abs,reference_year,estimate_type,expenditure_table,function_code,function_name,value_rs_million
2016-17,ABS_2016-17,2015-16,BE,current_revenue,03,Public Order and Safety Affairs,94899.0
2016-17,ABS_2016-17,2015-16,RE,current_revenue,03,Public Order and Safety Affairs,95160.0
2016-17,ABS_2016-17,2016-17,BE,current_revenue,03,Public Order and Safety Affairs,103459.0
2016-17,ABS_2016-17,2015-16,BE,current_revenue,04,Economic Affairs,60195.0
2016-17,ABS_2016-17,2015-16,RE,current_revenue,04,Economic Affairs,68135.0
2016-17,ABS_2016-17,2016-17,BE,current_revenue,04,Economic Affairs,63540.0
2016-17,ABS_2016-17,2015-16,BE,current_revenue,05,Environment Protection,1055.0
2016-17,ABS_2016-17,2015-16,RE,current_revenue,05,Environment Protection,1090.0
2016-17,ABS_2016-17,2016-17,BE,current_revenue,05,Environment Protection,1068.0
2016-17,ABS_2016-17,2015-16,BE,current_revenue,06,Housing and Community Amenities,2256.0
2016-17,ABS_2016-17,2015-16,RE,current_revenue,06,Housing and Community Amenities,2256.0
2016-17,ABS_2016-17,2016-17,BE,current_revenue,06,Housing and Community Amenities,2260.0
2016-17,ABS_2016-17,2015-16,BE,current_revenue,07,Health,11010.0
2016-17,ABS_2016-17,2015-16,RE,current_revenue,07,Health,11413.0
2016-17,ABS_2016-17,2016-17,BE,current_revenue,07,Health,12108.0
2016-17,ABS_2016-17,2015-16,BE,current_revenue,08,"Recreation, Culture and Religion",7637.0
2016-17,ABS_2016-17,2015-16,RE,current_revenue,08,"Recreation, Culture and Religion",9214.0
2016-17,ABS_2016-17,2016-17,BE,current_revenue,08,"Recreation, Culture and Religion",8001.0
2016-17,ABS_2016-17,2015-16,BE,current_revenue,09,Education Affairs and Services,75580.0
2016-17,ABS_2016-17,2015-16,RE,current_revenue,09,Education Affairs and Services,75568.0
2016-17,ABS_2016-17,2016-17,BE,current_revenue,09,Education Affairs and Services,84195.0
2016-17,ABS_2016-17,2015-16,BE,current_revenue,10,Social Protection,1840.0
2016-17,ABS_2016-17,2015-16,RE,current_revenue,10,Social Protection,2280.0
2016-17,ABS_2016-17,2016-17,BE,current_revenue,10,Social Protection,1975.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,01,General Public Services,133035.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,01,General Public Services,114058.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,01,General Public Services,186909.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,02,Defence Affairs and Services,0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,02,Defence Affairs and Services,0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,02,Defence Affairs and Services,0.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,03,Public Order and Safety Affairs,0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,03,Public Order and Safety Affairs,0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,03,Public Order and Safety Affairs,0.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,04,Economic Affairs,0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,04,Economic Affairs,0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,04,Economic Affairs,0.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,05,Environment Protection,0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,05,Environment Protection,0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,05,Environment Protection,0.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,06,Housing and Community Amenities,0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,06,Housing and Community Amenities,0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,06,Housing and Community Amenities,0.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,07,Health,0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,07,Health,0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,07,Health,0.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,09,Education Affairs and Services,0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,09,Education Affairs and Services,0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,09,Education Affairs and Services,0.0
2016-17,ABS_2016-17,2015-16,BE,current_capital,10,Social Protection,0.0
2016-17,ABS_2016-17,2015-16,RE,current_capital,10,Social Protection,0.0
2016-17,ABS_2016-17,2016-17,BE,current_capital,10,Social Protection,0.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,01,General Public Services,252434.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,01,General Public Services,172354.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,01,General Public Services,279404.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,02,Defence Affairs and Services,1967.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,02,Defence Affairs and Services,1914.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,02,Defence Affairs and Services,2998.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,03,Public Order and Safety Affairs,3776.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,03,Public Order and Safety Affairs,5600.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,03,Public Order and Safety Affairs,6156.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,04,Economic Affairs,38230.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,04,Economic Affairs,37972.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,04,Economic Affairs,47104.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,05,Environment Protection,40.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,05,Environment Protection,12.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,05,Environment Protection,1027.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,06,Housing and Community Amenities,2065.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,06,Housing and Community Amenities,1779.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,06,Housing and Community Amenities,2589.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,07,Health,21283.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,07,Health,19400.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,07,Health,25874.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,08,"Recreation, Culture and Religion",734.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,08,"Recreation, Culture and Religion",654.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,08,"Recreation, Culture and Religion",659.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,09,Education Affairs and Services,22300.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,09,Education Affairs and Services,33479.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,09,Education Affairs and Services,24777.0
2016-17,ABS_2016-17,2015-16,BE,dev_revenue,10,Social Protection,1046.0
2016-17,ABS_2016-17,2015-16,RE,dev_revenue,10,Social Protection,992.0
2016-17,ABS_2016-17,2016-17,BE,dev_revenue,10,Social Protection,534.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,01,General Public Services,444821.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,01,General Public Services,464826.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,01,General Public Services,482092.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,02,Defence Affairs and Services,0.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,02,Defence Affairs and Services,0.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,02,Defence Affairs and Services,0.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,04,Economic Affairs,15942.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,04,Economic Affairs,12136.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,04,Economic Affairs,21093.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,05,Environment Protection,0.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,05,Environment Protection,0.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,05,Environment Protection,0.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,06,Housing and Community Amenities,0.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,06,Housing and Community Amenities,0.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,06,Housing and Community Amenities,0.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,07,Health,0.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,07,Health,0.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,07,Health,0.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,08,"Recreation, Culture and Religion",0.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,09,Education Affairs and Services,0.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,09,Education Affairs and Services,0.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,09,Education Affairs and Services,0.0
2016-17,ABS_2016-17,2015-16,BE,dev_capital,10,Social Protection,0.0
2016-17,ABS_2016-17,2015-16,RE,dev_capital,10,Social Protection,0.0
2016-17,ABS_2016-17,2016-17,BE,dev_capital,10,Social Protection,0.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,01,General Public Services,2707213.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,01,General Public Services,2741376.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,01,General Public Services,2553633.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,02,Defence Affairs and Services,860169.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,02,Defence Affairs and Services,841442.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,02,Defence Affairs and Services,920166.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,03,Public Order and Safety Affairs,103459.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,03,Public Order and Safety Affairs,119491.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,03,Public Order and Safety Affairs,109604.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,04,Economic Affairs,63540.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,04,Economic Affairs,86699.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,04,Economic Affairs,62940.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,05,Environment Protection,1068.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,05,Environment Protection,1358.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,05,Environment Protection,1141.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,06,Housing and Community Amenities,2260.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,06,Housing and Community Amenities,2480.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,06,Housing and Community Amenities,2329.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,07,Health,12108.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,07,Health,12379.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,07,Health,12847.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,08,"Recreation, Culture and Religion",8001.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,08,"Recreation, Culture and Religion",10723.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,08,"Recreation, Culture and Religion",8434.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,09,Education Affairs and Services,84195.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,09,Education Affairs and Services,84707.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,09,Education Affairs and Services,90516.0
2017-18,ABS_2017-18,2016-17,BE,current_revenue,10,Social Protection,1975.0
2017-18,ABS_2017-18,2016-17,RE,current_revenue,10,Social Protection,4097.0
2017-18,ABS_2017-18,2017-18,BE,current_revenue,10,Social Protection,2100.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,01,General Public Services,186909.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,01,General Public Services,144724.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,01,General Public Services,88046.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,02,Defence Affairs and Services,0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,02,Defence Affairs and Services,0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,02,Defence Affairs and Services,0.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,03,Public Order and Safety Affairs,0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,03,Public Order and Safety Affairs,0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,03,Public Order and Safety Affairs,0.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,04,Economic Affairs,0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,04,Economic Affairs,0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,04,Economic Affairs,0.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,05,Environment Protection,0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,05,Environment Protection,0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,05,Environment Protection,0.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,06,Housing and Community Amenities,0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,06,Housing and Community Amenities,0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,06,Housing and Community Amenities,0.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,07,Health,0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,07,Health,0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,07,Health,0.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,09,Education Affairs and Services,0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,09,Education Affairs and Services,0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,09,Education Affairs and Services,0.0
2017-18,ABS_2017-18,2016-17,BE,current_capital,10,Social Protection,0.0
2017-18,ABS_2017-18,2016-17,RE,current_capital,10,Social Protection,0.0
2017-18,ABS_2017-18,2017-18,BE,current_capital,10,Social Protection,0.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,01,General Public Services,279404.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,01,General Public Services,135109.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,01,General Public Services,330816.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,02,Defence Affairs and Services,2998.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,02,Defence Affairs and Services,2499.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,02,Defence Affairs and Services,4717.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,03,Public Order and Safety Affairs,6156.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,03,Public Order and Safety Affairs,6425.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,03,Public Order and Safety Affairs,5719.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,04,Economic Affairs,47104.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,04,Economic Affairs,47913.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,04,Economic Affairs,66432.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,05,Environment Protection,1027.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,05,Environment Protection,573.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,05,Environment Protection,815.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,06,Housing and Community Amenities,2589.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,06,Housing and Community Amenities,2646.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,06,Housing and Community Amenities,1763.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,07,Health,25874.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,07,Health,25324.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,07,Health,51051.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,08,"Recreation, Culture and Religion",659.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,08,"Recreation, Culture and Religion",748.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,08,"Recreation, Culture and Religion",3273.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,09,Education Affairs and Services,24777.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,09,Education Affairs and Services,29549.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,09,Education Affairs and Services,42005.0
2017-18,ABS_2017-18,2016-17,BE,dev_revenue,10,Social Protection,534.0
2017-18,ABS_2017-18,2016-17,RE,dev_revenue,10,Social Protection,510.0
2017-18,ABS_2017-18,2017-18,BE,dev_revenue,10,Social Protection,566.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,01,General Public Services,482092.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,01,General Public Services,548461.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,01,General Public Services,654063.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,02,Defence Affairs and Services,0.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,02,Defence Affairs and Services,0.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,02,Defence Affairs and Services,0.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,03,Public Order and Safety Affairs,0.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,03,Public Order and Safety Affairs,0.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,04,Economic Affairs,21093.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,04,Economic Affairs,9132.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,04,Economic Affairs,26653.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,05,Environment Protection,0.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,05,Environment Protection,0.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,05,Environment Protection,0.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,06,Housing and Community Amenities,0.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,06,Housing and Community Amenities,0.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,06,Housing and Community Amenities,0.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,07,Health,0.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,07,Health,0.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,07,Health,0.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,08,"Recreation, Culture and Religion",0.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,08,"Recreation, Culture and Religion",0.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,09,Education Affairs and Services,0.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,09,Education Affairs and Services,0.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,09,Education Affairs and Services,0.0
2017-18,ABS_2017-18,2016-17,BE,dev_capital,10,Social Protection,0.0
2017-18,ABS_2017-18,2016-17,RE,dev_capital,10,Social Protection,0.0
2017-18,ABS_2017-18,2017-18,BE,dev_capital,10,Social Protection,0.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,01,General Public Services,2553633.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,01,General Public Services,2977275.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,01,General Public Services,3340431.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,02,Defence Affairs and Services,920166.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,02,Defence Affairs and Services,999237.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,02,Defence Affairs and Services,1100334.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,03,Public Order and Safety Affairs,109604.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,03,Public Order and Safety Affairs,119417.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,03,Public Order and Safety Affairs,132289.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,04,Economic Affairs,62940.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,04,Economic Affairs,80742.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,04,Economic Affairs,80750.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,05,Environment Protection,1141.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,05,Environment Protection,1228.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,05,Environment Protection,1261.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,06,Housing and Community Amenities,2329.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,06,Housing and Community Amenities,2449.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,06,Housing and Community Amenities,2339.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,07,Health,12847.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,07,Health,12944.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,07,Health,13897.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,08,"Recreation, Culture and Religion",8434.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,08,"Recreation, Culture and Religion",11866.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,08,"Recreation, Culture and Religion",9242.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,09,Education Affairs and Services,90516.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,09,Education Affairs and Services,90818.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,09,Education Affairs and Services,97420.0
2018-19,ABS_2018-19,2017-18,BE,current_revenue,10,Social Protection,2100.0
2018-19,ABS_2018-19,2017-18,RE,current_revenue,10,Social Protection,2302.0
2018-19,ABS_2018-19,2018-19,BE,current_revenue,10,Social Protection,2396.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,01,General Public Services,88046.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,01,General Public Services,151886.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,01,General Public Services,242675.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,02,Defence Affairs and Services,0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,02,Defence Affairs and Services,0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,02,Defence Affairs and Services,0.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,03,Public Order and Safety Affairs,0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,03,Public Order and Safety Affairs,0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,03,Public Order and Safety Affairs,0.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,04,Economic Affairs,0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,04,Economic Affairs,0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,04,Economic Affairs,0.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,05,Environment Protection,0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,05,Environment Protection,0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,05,Environment Protection,0.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,06,Housing and Community Amenities,0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,06,Housing and Community Amenities,0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,06,Housing and Community Amenities,0.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,07,Health,0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,07,Health,0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,07,Health,0.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,08,"Recreation, Culture and Religion",0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,08,"Recreation, Culture and Religion",0.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,09,Education Affairs and Services,0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,09,Education Affairs and Services,0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,09,Education Affairs and Services,0.0
2018-19,ABS_2018-19,2017-18,BE,current_capital,10,Social Protection,0.0
2018-19,ABS_2018-19,2017-18,RE,current_capital,10,Social Protection,0.0
2018-19,ABS_2018-19,2018-19,BE,current_capital,10,Social Protection,0.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,01,General Public Services,330816.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,01,General Public Services,107307.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,01,General Public Services,227788.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,02,Defence Affairs and Services,4717.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,02,Defence Affairs and Services,3237.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,02,Defence Affairs and Services,2886.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,03,Public Order and Safety Affairs,5719.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,03,Public Order and Safety Affairs,4850.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,03,Public Order and Safety Affairs,4311.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,04,Economic Affairs,66432.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,04,Economic Affairs,64381.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,04,Economic Affairs,98288.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,05,Environment Protection,815.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,05,Environment Protection,785.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,05,Environment Protection,803.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,06,Housing and Community Amenities,1763.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,06,Housing and Community Amenities,1223.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,06,Housing and Community Amenities,14831.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,07,Health,51051.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,07,Health,28728.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,07,Health,29999.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,08,"Recreation, Culture and Religion",3273.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,08,"Recreation, Culture and Religion",2975.0
2018-19,ABS_2018-19,2018-19,BE,dev_revenue,08,"Recreation, Culture and Religion",3958.0
2018-19,ABS_2018-19,2017-18,BE,dev_revenue,09,Education Affairs and Services,42005.0
2018-19,ABS_2018-19,2017-18,RE,dev_revenue,09,Education Affairs and Services,37150.0
